name,Mean 1000 Seed Weiht, ,URL
Amellus asteroides (L.) Druce subsp. asteroides, 0.6132,http://data.kew.org/sid/SidServlet?ID=57871&Num=92a
Amellus flosculosus DC., 0.5072,http://data.kew.org/sid/SidServlet?ID=54454&Num=58v
Amellus tenuifolius Burm., 0.8,http://data.kew.org/sid/SidServlet?ID=1601&Num=0e0
Amellus tridactylus DC., 0.0908,http://data.kew.org/sid/SidServlet?ID=46867&Num=yu5
Ammi majus L., 0.6,http://data.kew.org/sid/SidServlet?ID=1606&Num=BVc
Ammi visnaga (L.) Lam., 0.7,http://data.kew.org/sid/SidServlet?ID=1607&Num=Q74
Ammobium alatum var. grandiflorum, 0.4,http://data.kew.org/sid/SidServlet?ID=1609&Num=0se
Ammobium alatum R.Br., 0.7,http://data.kew.org/sid/SidServlet?ID=1608&Num=KET
Ammobium craspedioides Benth., 0.6744,http://data.kew.org/sid/SidServlet?ID=46868&Num=tL9
Ammoides pusilla (Brot.) Breistr., 0.19,http://data.kew.org/sid/SidServlet?ID=1610&Num=865
Ammoselinum popei Torr. & A.Gray, 2.7,http://data.kew.org/sid/SidServlet?ID=1615&Num=19O
Amphiachyris dracunculoides (DC.) Nutt., 0.678,http://data.kew.org/sid/SidServlet?ID=32046&Num=s8L
Amphiglossa tomentosa Harv., 0.9793333,http://data.kew.org/sid/SidServlet?ID=32055&Num=S96
